name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,defensive_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Florian Lejeune,81,CB,57,61,66,69,81,78,53,60,54,80,71,45,46,49,54,50,82,75,50,56,56,83,75,67,83,99,99,0,99,99,83,52,87,87
De Marcos,81,RB,83,68,78,76,77,80,82,84,68,78,60,61,58,75,81,57,82,73,82,77,81,79,81,72,79,99,91,0,99,99,80,86,77,81
Luis Miguel Rodríguez,81,CAM,72,83,81,87,48,75,76,69,82,85,82,86,85,86,79,83,79,75,92,82,89,85,87,88,90,57,97,0,68,60,74,77,73,78
Niclas Füllkrug,81,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corentin Tolisso,81,CM,69,78,77,79,77,77,69,69,75,86,83,73,61,79,65,67,82,84,72,76,76,83,83,78,75,99,99,0,99,99,83,72,76,82
Cesinha,81,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Danso,81,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergiño Dest,81,RB,89,64,79,85,74,71,92,86,63,71,67,48,42,77,79,46,88,74,77,92,84,79,81,87,78,99,91,0,99,99,59,85,63,73
Bertrand Traoré,81,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dávid Hancko,81,LB,82,65,74,75,82,83,80,84,56,79,72,45,74,66,76,77,77,78,64,73,57,83,77,74,79,99,99,0,99,99,67,84,87,78
Lucas Ocampos,81,LW,80,81,77,82,62,83,80,80,81,83,78,81,79,78,78,65,80,72,80,78,61,81,83,85,81,99,99,0,80,78,80,90,81,81
Gaëtan Laborde,81,ST,74,81,76,79,40,79,73,74,83,82,77,84,69,78,74,59,80,71,75,80,62,80,80,79,80,51,99,0,49,33,87,87,77,72
Antonín Barák,81,CF,74,79,80,81,65,75,75,73,79,84,80,72,70,83,77,72,83,79,77,73,69,80,84,83,83,90,96,0,95,92,60,86,75,64
Enzo Le Fée,81,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Zakaria,81,CDM,82,64,73,77,80,85,77,86,64,75,63,35,48,73,68,46,79,75,63,67,64,82,78,78,83,99,96,0,99,99,66,81,87,88
Domingos Duarte,81,CB,58,39,63,57,84,83,60,57,33,56,35,30,50,48,59,29,84,61,34,33,40,84,69,52,69,99,99,0,99,99,63,76,86,87
Jan Vertonghen,81,CB,69,62,72,67,83,78,67,71,54,80,66,52,66,66,70,70,76,74,66,57,61,82,71,65,82,99,99,0,99,99,89,72,80,80
Manuel Akanji,81,CB,77,48,70,74,83,78,75,79,38,75,48,42,40,65,55,59,80,80,54,69,67,82,76,73,78,99,99,0,99,99,84,72,82,76
Guido Rodríguez,81,CDM,51,57,71,68,84,77,52,50,43,77,69,47,53,71,59,50,81,75,49,42,45,75,75,70,70,85,73,0,86,84,35,76,79,83
Borja Iglesias,81,ST,66,82,65,74,40,81,61,70,85,83,75,71,84,73,49,55,75,62,51,58,67,76,80,74,80,32,82,0,36,27,71,71,91,69
Matteo Politano,81,RW,83,77,78,84,42,55,84,82,76,78,82,75,70,77,80,77,79,76,79,89,88,81,84,83,79,38,40,63,29,29,50,77,41,63
Kieran Tierney,81,LB,84,60,75,78,76,79,86,83,52,79,66,38,42,74,83,56,78,68,72,76,77,79,77,79,75,77,59,0,78,77,81,86,74,84
Dayot Upamecano,81,CB,82,43,61,68,80,81,74,89,39,60,40,27,39,58,48,28,75,72,32,63,67,75,67,69,71,76,82,77,83,85,87,65,88,83
Pepe,81,CB,77,51,60,61,81,87,75,78,46,63,56,23,57,48,46,47,73,75,44,62,48,81,60,58,80,80,81,0,81,80,89,82,86,94
Matheus Cunha,81,ST,84,82,75,84,32,74,81,86,84,83,82,75,74,77,75,64,78,67,77,85,70,82,84,86,82,24,65,0,28,32,74,81,72,68
Pedro Porro,81,RWB,82,71,75,80,75,78,80,84,65,83,75,60,66,72,81,67,75,74,78,78,71,78,83,80,78,76,68,74,78,75,59,91,74,74
Ibrahim Sangaré,81,CDM,66,66,73,75,81,86,69,64,61,81,64,62,64,74,65,62,79,76,64,64,72,77,75,76,84,84,71,0,82,79,75,85,91,76
Bruno Guimarães,81,CM,69,67,79,81,76,77,68,69,68,64,67,66,65,82,68,62,84,83,75,74,78,80,82,81,83,78,61,0,79,74,62,84,75,77
Henrikh Mkhitaryan,81,CAM,82,79,78,83,56,72,86,79,78,84,77,79,72,84,77,66,79,71,81,84,83,82,83,82,84,60,68,51,53,55,66,80,69,72
Robert Andrich,81,CDM,63,76,76,73,79,85,59,67,74,84,81,66,62,73,71,80,79,78,78,59,61,79,76,74,71,80,74,0,79,77,81,87,83,88
Mario Pašalić,81,CAM,75,79,76,80,67,77,72,77,83,78,75,72,61,77,68,59,83,79,69,74,54,78,85,82,77,72,65,61,72,64,70,83,75,76
Seko Fofana,81,CM,73,74,75,80,73,85,73,73,71,83,79,68,56,79,62,62,82,77,72,69,67,82,82,81,82,79,58,68,80,71,62,91,87,79
Gareth Bale,81,RW,80,84,81,79,55,69,79,81,81,90,86,84,76,77,85,87,80,78,91,77,64,77,81,80,85,53,84,50,53,50,85,58,76,62
Denis Zakaria,81,CDM,82,64,73,77,80,85,77,86,64,75,63,35,48,73,68,46,79,75,63,67,64,82,78,78,83,80,67,0,83,79,66,81,87,88
Mateus Uribe,81,CM,75,76,75,79,80,82,75,75,78,78,77,53,69,76,69,63,80,78,63,74,71,85,82,79,77,82,67,0,83,79,83,93,77,78
Benjamin Bourigeaud,81,RW,76,77,83,81,66,76,75,76,77,77,78,78,76,82,84,82,84,80,80,72,72,81,84,82,78,73,66,0,68,58,72,86,72,74
Lisandro Martínez,81,CB,72,60,76,77,82,83,74,71,52,72,66,56,55,73,75,55,80,82,63,73,79,77,79,76,82,82,75,83,82,81,91,85,81,84
Carlos Vela,81,RW,77,79,76,83,30,64,79,76,80,76,81,82,72,81,76,71,78,65,84,79,83,81,84,83,82,32,67,0,19,14,67,62,67,57
Rodrygo,81,RW,88,76,74,84,32,56,88,88,80,73,74,67,74,73,74,73,77,64,80,87,85,78,83,84,82,21,62,25,36,32,74,81,42,54
Rafael Tolói,81,CB,67,52,59,65,82,82,64,70,40,75,62,30,64,50,44,70,69,68,41,61,66,83,70,58,86,80,83,0,85,82,76,82,82,82
Cucurella,81,LB,76,68,78,80,77,74,78,74,68,73,65,55,59,78,81,57,79,79,78,78,83,82,80,81,77,77,57,0,80,77,77,88,66,76
James Ward-Prowse,81,CM,59,74,86,78,67,73,66,54,71,82,79,51,79,82,90,94,85,84,93,75,76,75,82,76,79,67,57,64,74,65,65,91,64,76
Tomáš Souček,81,CDM,57,72,73,72,82,85,51,62,73,73,70,59,70,72,69,53,79,76,63,52,54,81,77,74,78,83,83,0,82,79,88,91,84,78
Naby Keïta,81,CM,69,74,76,86,69,68,77,63,74,76,75,75,58,81,63,67,84,75,64,88,90,80,86,85,83,76,42,0,73,67,52,74,62,78
Téji Savanier,81,CAM,64,76,84,83,69,68,68,61,74,79,81,68,77,85,84,82,84,84,83,85,90,80,83,82,85,78,47,0,71,69,32,77,62,83
Kalvin Phillips,81,CDM,66,65,77,76,79,82,69,64,62,75,68,55,58,75,70,71,82,81,62,72,73,77,80,73,79,78,66,0,82,80,82,85,78,86
Jonas Hofmann,81,CAM,73,76,80,80,64,72,75,72,79,74,74,64,71,81,80,71,81,81,77,79,78,83,80,79,81,75,48,70,57,57,61,86,66,70
Kerem Demirbay,81,CM,69,76,81,82,71,72,62,75,75,80,80,59,70,85,74,80,81,84,85,78,78,80,85,83,78,72,48,0,75,71,69,79,67,75
Pedro Gonçalves,81,RW,76,80,80,84,56,64,77,76,84,78,76,79,74,81,75,72,83,78,79,83,87,84,84,83,86,66,40,57,57,50,43,81,58,64
Giovani Lo Celso,81,CM,71,75,83,84,68,72,74,69,73,82,74,71,65,85,78,79,84,83,82,81,80,82,85,85,83,70,62,0,73,68,56,75,69,82
Thomas Delaney,81,CDM,72,71,74,73,82,81,73,71,68,78,73,67,60,72,68,68,77,79,71,72,72,78,75,71,78,83,83,0,80,82,91,84,77,85
Evan Ndicka,81,CB,80,51,71,73,81,79,74,84,45,65,54,33,33,73,68,30,78,76,59,54,55,82,78,74,82,79,82,0,83,77,82,76,81,78
Nicolò Zaniolo,81,CF,87,75,72,82,62,83,89,86,77,79,72,60,60,76,64,60,79,68,65,79,76,77,85,82,74,60,64,0,63,58,65,75,86,89
Gabriel,81,CB,68,36,60,58,83,80,61,73,31,51,30,28,40,59,38,27,75,72,47,51,37,81,65,52,74,80,85,0,84,80,70,66,87,81
Felipe,81,CB,59,43,59,61,81,83,52,64,40,54,41,44,47,50,45,32,76,69,32,60,47,77,64,57,74,82,81,0,80,79,90,62,90,89
Gianluca Mancini,81,CB,67,45,50,59,81,87,59,73,48,51,34,40,47,51,34,34,67,42,38,34,57,80,74,51,72,82,83,0,82,78,89,87,83,94
Harry Maguire,81,CB,48,57,68,67,80,84,44,52,48,82,52,49,68,68,51,46,78,80,57,39,33,77,73,71,77,82,85,0,82,76,87,70,90,84
Nicolás Otamendi,81,CB,63,57,62,59,83,81,60,65,54,69,56,57,45,53,52,39,73,70,50,58,58,79,66,51,79,84,79,84,83,80,90,75,80,90
David Raum,81,LWB,87,59,77,78,71,77,86,87,57,64,65,52,49,78,89,63,73,71,81,77,77,78,77,79,75,74,59,0,74,73,63,87,76,69
Lucas Vázquez,81,RB,82,73,79,80,73,69,81,82,72,80,76,58,56,79,83,71,79,76,83,81,82,81,79,81,75,75,58,74,74,73,69,91,56,72
Palhinha,81,CDM,63,65,70,72,82,89,62,63,62,76,64,54,56,71,59,45,76,78,61,60,44,77,75,74,82,80,79,0,84,83,81,87,90,89
Richarlison,81,ST,82,79,72,82,53,79,85,79,81,83,72,74,77,74,73,65,77,61,74,79,71,80,82,84,81,46,82,45,58,48,86,81,76,84
Antonin Barak,81,CF,74,79,80,81,65,75,75,73,79,84,80,72,70,83,77,72,83,79,77,73,69,80,84,83,83,64,68,0,67,65,60,86,75,64
Joško Gvardiol,81,CB,82,54,69,74,80,83,80,84,42,76,56,54,61,65,61,59,76,74,59,68,65,77,76,75,75,80,77,77,83,83,84,79,84,85
Emil Forsberg,81,CAM,71,73,83,83,35,62,72,71,74,71,72,65,76,85,82,75,86,79,79,78,82,83,85,84,80,44,44,0,27,20,53,69,59,61
Vincenzo Grifo,81,LM,74,75,80,81,40,63,73,75,71,81,74,73,84,77,88,86,79,75,85,81,79,78,83,82,70,45,47,0,31,30,52,71,65,52
Chris Smalling,81,CB,62,47,58,60,83,80,52,71,54,42,35,49,52,56,52,22,65,64,49,54,43,79,61,59,80,79,84,0,85,80,80,69,85,81
Allan Saint-Maximin,81,LM,90,73,73,88,27,68,91,90,72,82,70,63,58,75,73,58,76,64,76,93,89,78,83,92,83,20,53,29,21,23,73,77,73,43
Ibrahima Konaté,81,CB,78,34,57,67,82,80,69,85,29,45,31,28,41,51,38,27,75,69,32,60,54,75,69,67,74,82,79,0,85,79,75,65,87,80
Nicolás Tagliafico,81,LB,80,56,72,75,80,80,79,80,57,65,46,44,46,69,75,40,76,75,66,77,82,81,76,73,76,79,82,0,79,80,88,86,75,84
Mario Götze,81,CAM,67,74,83,84,55,67,69,66,75,75,68,84,78,86,80,72,85,81,81,78,83,80,88,83,87,65,47,64,42,53,58,75,67,59
Joe Gomez,81,CB,80,30,67,69,81,78,74,85,26,41,26,24,26,60,69,29,78,65,46,63,65,80,73,67,74,83,74,0,82,81,76,64,83,81
Edin Višća,81,RM,87,78,78,82,47,64,88,86,77,80,77,74,77,79,82,68,79,71,77,89,91,74,81,80,81,51,45,0,40,40,71,84,58,52
Martin Terrier,81,LW,85,81,75,78,36,70,84,86,84,79,80,77,73,77,73,58,78,72,77,73,70,78,80,79,77,27,75,34,31,34,72,73,75,55
Miralem Pjanic,81,CM,65,69,84,82,74,64,67,64,59,78,80,72,78,83,80,92,86,82,86,74,80,83,84,81,86,77,60,0,73,71,59,70,60,70
Hirving Lozano,81,RW,93,76,72,82,41,62,92,93,77,76,75,74,73,74,73,65,74,65,72,89,82,81,80,83,75,45,62,0,35,29,67,76,54,64
Alexandre Lacazette,81,ST,70,81,76,83,44,74,72,68,80,87,78,79,82,76,68,74,82,72,74,81,82,82,83,83,80,42,75,39,45,32,76,68,76,74
Stanislav Lobotka,81,CM,71,68,79,81,73,70,76,67,68,70,75,43,56,83,70,55,85,79,75,77,86,80,84,79,77,75,45,0,79,72,79,84,63,69
Marcus Rashford,81,LW,87,82,75,81,41,71,83,90,81,92,78,73,85,76,75,76,76,70,82,82,74,80,81,83,75,39,68,40,38,33,74,72,71,69
Lucas Torreira,81,CDM,72,70,76,80,78,76,77,68,68,80,74,65,48,74,71,72,82,76,70,85,89,79,80,77,82,80,59,81,80,76,51,90,68,87
Manuel Akanji,81,CB,77,48,70,74,83,78,75,79,38,75,48,42,40,65,55,59,80,80,54,69,67,82,76,73,78,82,78,0,84,82,84,72,82,76
Iñaki Williams,81,ST,94,78,72,78,38,83,93,94,77,85,77,74,64,73,75,58,74,66,76,79,62,82,76,81,81,25,73,0,34,29,89,87,83,76
Corentin Tolisso,81,CM,69,78,77,79,77,77,69,69,75,86,83,73,61,79,65,67,82,84,72,76,76,83,83,78,75,77,83,0,78,72,83,72,76,82
Marc Bartra,81,CB,71,61,73,73,81,74,70,72,55,73,68,43,52,76,57,51,81,79,66,69,71,82,78,70,76,83,79,0,81,82,89,68,74,77
Jesús Corona,81,RW,82,65,80,86,73,67,83,82,61,66,66,74,68,83,82,67,83,70,81,88,91,81,86,85,86,75,70,0,74,72,71,82,57,73
João Moutinho,81,CM,47,71,84,79,71,66,54,42,68,76,74,74,70,84,82,78,87,84,82,72,85,75,85,76,90,71,66,0,72,69,69,75,57,74
Jamal Musiala,81,CM,75,73,75,87,63,60,79,72,76,71,73,63,51,78,66,48,83,75,64,91,92,82,86,88,82,65,49,0,63,69,55,77,53,59
Mehdi Taremi,81,ST,77,80,74,81,38,72,78,77,83,81,71,75,76,79,70,46,79,67,74,73,65,82,85,81,83,23,73,38,41,25,74,82,78,46
Pablo Sarabia,81,RW,73,76,82,82,57,59,74,73,78,75,77,64,72,83,81,74,84,79,84,81,80,79,84,83,76,58,61,0,54,49,31,71,59,49
Gaetan Laborde,81,ST,74,81,76,79,40,79,73,74,83,82,77,84,69,78,74,59,80,71,75,80,62,80,80,79,80,36,84,38,34,23,87,87,77,72
Ricardo Horta,81,CF,79,82,79,80,43,70,82,77,81,83,84,82,73,84,77,78,80,74,80,83,85,82,79,81,73,55,55,32,44,35,62,83,64,69
Edmond Tapsoba,81,CB,70,54,65,70,83,79,74,67,57,74,30,33,77,66,39,32,80,78,54,66,64,79,74,66,80,83,82,0,86,77,78,75,83,74
Éver Banega,81,CM,62,74,83,82,75,72,63,61,71,77,79,65,75,85,80,77,83,86,83,79,80,79,85,81,80,77,55,0,77,74,49,73,70,83
Oscar,81,CAM,79,78,82,83,59,67,82,76,77,80,82,72,70,78,81,78,85,84,77,92,84,77,83,81,79,52,59,0,59,55,76,84,60,60
Yves Bissouma,81,CDM,72,68,75,79,80,77,71,73,58,83,79,65,58,76,65,75,82,78,62,73,77,79,79,81,80,83,65,0,85,78,80,82,75,77
Jan Vertonghen,81,CB,69,62,72,67,83,78,67,71,54,80,66,52,66,66,70,70,76,74,66,56,60,81,70,64,81,79,78,0,84,85,89,72,80,80
Dejan Kulusevski,81,RW,78,77,79,83,56,76,77,78,77,76,82,80,65,81,83,61,82,70,84,79,69,80,85,85,81,55,54,0,64,58,66,83,78,67
André-Franck Zambo An...,81,CDM,78,68,71,81,80,84,77,78,66,74,69,54,60,75,59,45,80,74,59,76,77,81,82,82,82,82,70,78,86,72,76,84,85,83
Lucas Ocampos,81,LW,80,81,77,82,62,83,80,80,81,83,78,81,79,78,78,65,80,72,80,78,61,81,83,85,81,71,77,0,57,55,80,90,81,81
Ahmet Arslan,80,CM,80,78,81,84,73,74,86,75,77,79,80,64,83,85,70,64,88,81,81,91,89,83,84,83,78,69,56,77,79,69,67,68,73,86
Daley Blind,80,CB,42,62,82,79,81,70,45,40,56,74,64,66,54,82,80,62,85,84,84,72,73,83,84,78,84,99,99,0,99,99,77,73,71,64
Luke Leahy,80,CM,84,76,80,81,72,88,82,85,75,75,80,66,78,79,78,74,82,79,78,86,87,80,80,80,76,70,72,68,76,71,86,99,79,97
Marko Dugandžić,80,ST,75,80,52,76,49,86,79,73,86,87,61,80,70,42,35,43,74,48,29,77,95,75,76,74,80,61,94,36,44,40,95,80,98,63
Josh Windass,80,CAM,96,80,78,83,45,75,98,94,80,85,78,73,73,80,77,77,79,74,84,99,97,77,82,78,82,46,77,39,41,42,78,65,80,76
Gonzalo Plata,80,RM,91,72,73,85,45,66,93,90,72,75,71,75,64,76,73,55,78,60,80,93,85,78,85,85,80,60,66,None,69,57,53,63,70,63
Borna Sosa,80,LB,81,54,78,80,74,72,80,81,42,71,66,45,32,79,89,56,75,73,80,75,70,81,81,81,77,99,95,0,99,99,69,80,70,67
Nahuel Molina,80,RWB,84,68,72,78,73,71,86,83,69,72,69,64,45,71,80,44,75,67,66,82,77,77,79,78,72,99,88,0,99,99,77,81,64,76
Manuel Ugarte,80,CM,75,65,74,80,75,79,74,75,67,64,67,46,52,78,60,52,81,80,56,72,62,80,82,82,87,99,58,0,99,99,55,85,78,79
Jason Denayer,80,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habib Diallo,80,ST,74,79,61,75,25,76,73,75,82,80,72,78,83,60,53,51,72,48,59,69,71,79,78,76,69,25,99,0,22,22,91,72,82,61
Timothy Castagne,80,RB,78,59,72,77,77,75,77,78,60,63,53,41,48,70,80,33,76,71,59,70,68,80,80,79,70,99,99,0,99,99,74,86,68,77
Tyrone Mings,80,CB,73,45,68,68,80,82,63,82,38,62,43,35,46,58,71,38,76,76,54,57,47,81,69,70,73,99,99,0,99,99,73,70,86,88
Gabriel Martinelli,80,LM,89,73,70,82,46,69,90,88,78,72,67,63,62,76,75,50,73,51,74,84,81,79,81,84,77,53,99,0,63,62,56,79,62,78
Giovanni Simeone,80,ST,79,81,65,77,42,78,80,78,83,85,76,79,77,61,56,67,72,62,72,77,75,79,80,76,77,36,99,0,57,54,90,76,76,80
Kasper Dolberg,80,ST,74,83,69,79,32,71,70,77,82,87,82,80,81,76,51,72,77,62,76,73,65,78,81,80,79,35,99,0,37,29,76,75,82,33
Maximiliano Meza,80,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Bamford,80,ST,84,80,69,75,43,79,77,89,84,82,71,71,76,75,60,60,74,64,69,69,68,82,80,72,79,75,99,0,43,32,70,91,78,67
Mathías Olivera,80,LB,77,52,68,74,77,79,74,79,51,58,50,40,44,62,76,42,72,62,69,69,43,81,79,75,73,99,99,0,99,99,77,79,77,82
Joachim Andersen,80,CB,55,52,70,67,80,83,56,55,42,76,55,45,46,65,48,51,81,88,66,50,54,81,73,66,79,99,99,0,99,99,77,72,89,83
Abdou Diallo,80,CB,75,41,73,77,80,79,73,77,40,54,25,41,43,71,70,33,80,78,60,74,73,79,79,75,81,99,99,0,99,99,87,76,80,80
Nathan Aké,80,CB,78,54,71,72,81,77,82,74,49,64,57,53,54,67,64,60,78,73,63,69,70,78,76,69,78,99,99,0,99,99,91,73,78,74
Dennis Praet,80,CAM,68,74,80,81,64,67,70,67,72,78,80,72,58,81,76,69,84,80,77,74,69,79,82,83,81,91,88,0,95,85,62,75,63,67
Silvan Widmer,80,RWB,81,64,74,77,75,82,79,82,61,75,64,50,58,73,80,58,73,72,74,78,71,78,78,76,80,99,99,0,99,99,88,94,80,70
Lukas Nmecha,80,ST,84,79,67,79,41,79,80,88,81,82,73,73,83,69,59,49,77,60,62,75,67,79,82,79,73,56,99,0,50,41,81,80,81,73
John Brooks,80,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rasmus Kristensen,80,RB,83,69,73,75,76,84,80,85,66,77,68,65,64,70,76,58,75,73,72,75,72,78,74,75,75,99,99,0,99,99,85,94,80,80
Alexis Saelemaekers,80,RW,83,69,78,83,65,69,84,82,70,66,74,67,45,73,82,69,81,74,78,89,79,78,83,83,76,98,68,0,99,92,78,84,60,69
Eduardo Salvio,80,RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karl Toko Ekambi,80,LM,85,80,74,78,26,69,83,87,81,83,75,77,76,76,75,65,76,66,77,78,70,81,78,79,80,30,99,0,20,26,72,76,74,49
Kevin Mbabu,80,RB,86,53,68,74,76,83,90,83,51,69,46,41,36,70,74,49,68,67,64,78,76,75,72,74,74,99,94,0,99,99,80,92,80,80
Domingos Duarte,80,CB,55,37,60,56,82,81,57,54,32,53,33,29,48,46,56,28,80,58,32,33,39,82,68,51,68,99,99,0,99,99,61,74,84,85
Joel Campbell,80,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Aidoo,80,CB,77,28,49,52,78,89,72,82,19,52,24,22,32,23,35,29,77,51,24,70,71,68,62,36,66,99,99,0,99,99,87,82,92,89
Diogo Dalot,80,RB,81,61,74,80,75,79,81,81,53,79,65,45,44,71,78,45,79,69,81,79,73,77,79,83,77,99,99,0,99,99,87,80,77,82
César Montes,80,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles De Ketelaere,80,ST,77,78,77,83,58,75,75,79,80,79,76,78,69,80,75,73,78,78,74,80,66,78,85,85,81,80,99,0,80,75,71,85,77,59
Duje Ćaleta-Car,80,CB,61,40,60,64,81,83,60,62,33,69,28,33,39,65,28,32,77,77,28,43,60,78,71,61,84,99,99,0,99,99,84,73,89,82
Jonathan Rodríguez,80,ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwang Hee Chan,80,LW,84,78,73,81,30,72,91,79,80,77,76,78,75,79,71,54,76,68,64,92,74,81,76,82,78,33,92,0,34,36,85,77,72,61
Dani Alves,80,RB,71,73,83,81,74,64,73,69,65,84,79,69,72,80,81,75,87,82,85,82,83,76,81,80,85,75,62,74,75,76,73,70,52,84
Giovanni Reyna,80,CAM,81,74,77,85,38,73,81,81,71,81,79,78,52,81,72,67,82,67,81,87,79,80,82,88,79,50,68,0,53,56,68,76,77,59
Salem Al Dawsari,80,LW,87,76,72,84,54,81,86,87,76,74,79,79,70,76,72,63,72,69,70,84,88,78,81,86,79,82,90,0,67,83,45,90,79,83
Maximiliano Gómez,80,ST,65,80,69,75,33,84,65,65,82,83,75,77,74,71,60,58,74,65,76,69,58,81,79,75,83,33,99,0,31,36,85,80,90,76
Darko Lazović,80,LM,88,72,77,81,67,65,89,87,67,82,77,74,57,73,81,79,78,73,77,87,86,74,79,81,73,95,86,0,98,95,45,86,53,73
Moussa Sissoko,80,CDM,72,63,75,78,77,88,65,77,54,86,61,64,62,68,75,62,78,77,78,67,60,78,79,81,77,99,98,0,99,99,71,85,92,87
Nikola Vlašić,80,LM,81,78,77,83,48,70,80,81,76,82,83,73,68,79,73,74,80,76,72,80,90,78,82,84,79,40,99,0,81,57,56,70,71,69
Marko Livaja,80,CF,81,80,73,82,40,84,85,78,80,88,71,76,89,79,71,75,78,54,70,67,79,78,84,83,86,42,99,0,60,31,81,74,87,91
Alexander Bah,80,RB,93,65,69,75,74,83,91,94,60,79,66,55,52,70,76,65,69,63,60,79,72,77,74,76,70,99,99,0,99,99,75,88,80,85
Andrija Živković,80,RW,83,76,77,84,57,63,85,81,77,81,73,69,71,80,79,74,77,68,86,78,91,72,84,85,83,91,66,0,84,71,63,78,57,63
Cheikhou Kouyaté,80,CDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Gil,80,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wataru Endo,80,CM,69,65,72,80,79,77,75,64,63,72,70,26,63,76,57,47,82,80,44,75,80,83,83,79,84,99,99,0,99,99,93,92,68,77
Ángel Mena,80,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolás De la Cruz,80,CM,86,77,80,84,71,71,88,84,75,82,79,73,70,84,76,76,81,76,86,94,87,80,80,84,82,99,99,0,99,99,79,88,54,88
Breel Embolo,80,ST,87,78,72,77,53,85,86,88,76,87,74,80,69,74,65,60,78,72,70,70,73,79,77,80,74,60,96,0,86,52,79,82,88,81
Themba Zwane,80,CAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aitor,80,LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Isak,80,ST,83,79,68,83,29,68,80,85,79,81,76,79,75,76,61,65,75,52,70,79,66,79,86,85,77,40,99,0,29,25,71,68,75,52
Arthur,80,CM,71,65,80,86,72,69,73,69,56,76,73,69,69,77,79,60,84,83,80,85,90,81,89,84,86,99,75,0,99,99,69,78,65,70
Leandro Paredes,80,CDM,64,71,82,78,76,78,65,63,61,88,77,71,64,84,79,78,82,84,80,66,73,76,80,79,84,99,88,0,99,99,65,75,77,89
Reguilón,80,LWB,83,57,74,78,77,69,83,83,53,69,58,43,42,73,79,43,78,71,73,76,74,77,79,79,74,99,99,0,99,99,64,73,65,77
Renan Lodi,80,LB,83,68,76,80,74,75,83,83,66,76,68,59,55,73,81,57,78,75,81,84,82,80,80,80,78,99,98,0,99,99,78,84,69,78
Emile Smith Rowe,80,LM,78,71,76,81,32,61,80,76,74,70,67,60,64,80,74,58,81,67,72,75,75,77,81,84,78,28,36,0,30,31,34,75,61,52
Carles Gil,80,CAM,71,70,81,80,39,64,75,68,72,63,72,71,69,86,78,65,83,78,76,74,75,80,81,81,77,40,34,0,43,39,62,85,62,41
Vladimír Coufal,80,RB,73,56,73,75,78,81,74,73,50,66,59,61,49,69,81,42,75,73,75,74,84,78,76,73,72,76,70,0,81,78,85,85,76,86
Boubacar Kamara,80,CDM,70,54,71,73,80,79,71,70,47,67,63,28,63,72,64,47,77,75,59,68,66,74,77,71,84,86,72,0,82,80,79,82,76,84
Anthony Martial,80,ST,83,79,72,84,35,66,85,82,79,83,74,76,80,75,73,54,77,60,84,79,79,78,84,87,78,34,70,0,33,31,72,62,73,54
Raúl García,80,ST,35,83,82,78,59,84,38,33,81,85,86,73,85,83,80,68,84,82,78,51,61,83,84,80,83,69,90,44,59,57,92,74,87,86
Etienne Capoue,80,CM,53,73,78,75,79,78,55,52,72,80,75,69,54,79,69,71,83,79,69,49,63,80,80,78,76,84,73,0,79,76,74,79,80,75
William Saliba,80,CB,78,39,67,71,80,79,76,79,37,60,23,34,47,62,58,35,78,73,55,50,57,79,78,70,76,83,67,0,84,79,71,69,83,82
Eric Dier,80,CB,54,64,70,65,80,84,53,55,52,84,74,51,74,64,64,76,74,76,68,36,46,79,72,65,76,76,82,0,81,82,71,70,91,88
Allan,80,CDM,70,69,73,79,79,77,74,67,71,73,66,56,53,71,70,49,78,75,68,76,86,81,79,78,85,74,56,0,85,82,64,89,68,89
Scott McTominay,80,CDM,63,74,74,75,78,85,62,64,70,85,80,62,60,74,68,57,78,80,70,63,54,79,77,78,75,81,78,0,80,73,73,84,85,90
Mattéo Guendouzi,80,CM,73,66,79,77,77,80,72,73,64,74,66,55,62,83,66,67,85,80,76,81,72,76,80,75,78,83,67,82,79,76,72,88,75,84
Lukas Klostermann,80,CB,86,50,64,71,82,78,79,91,55,58,31,41,32,55,72,22,74,63,47,63,60,81,73,71,68,81,78,84,81,86,82,82,77,72
