name,rating,position,overall_pace,overall_shoot,overall_passing,overall_dribbling,overall_defending,overall_physical,acceleration,sprint_speed,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kicks,short_passing,long_passing,curve,agility,balance,reactions,ball_controll,dribbling,composure,interceptions,heading,standing_tackle,sliding_tackle,jumping,stamina,strength,agression
Diego Rico,83.0,LB,80.0,62.0,80.0,77.0,82.0,84.0,77.0,82.0,45.0,86.0,77.0,60.0,48.0,76.0,82.0,83.0,83.0,72.0,81.0,69.0,76.0,79.0,81.0,76.0,75.0,86.0,74.0,83.0,81.0,84.0,76.0,87.0,83.0
Alfredo Morelos,83.0,ST,85.0,83.0,75.0,81.0,50.0,88.0,82.0,87.0,85.0,89.0,75.0,76.0,80.0,82.0,62.0,57.0,82.0,74.0,72.0,66.0,96.0,78.0,84.0,81.0,83.0,39.0,89.0,51.0,35.0,90.0,80.0,90.0,92.0
Franco Vázquez,83.0,CAM,53.0,86.0,85.0,85.0,66.0,82.0,46.0,59.0,88.0,84.0,88.0,87.0,74.0,88.0,81.0,75.0,86.0,83.0,88.0,74.0,39.0,77.0,91.0,89.0,85.0,79.0,79.0,67.0,55.0,50.0,78.0,85.0,85.0
Danilho Doekhi,83.0,CB,67.0,51.0,68.0,73.0,83.0,90.0,62.0,71.0,47.0,74.0,38.0,47.0,40.0,66.0,53.0,33.0,81.0,77.0,45.0,71.0,62.0,83.0,79.0,68.0,78.0,81.0,84.0,83.0,81.0,90.0,86.0,97.0,80.0
Mërgim Vojvoda,83.0,LM,80.0,60.0,78.0,81.0,82.0,83.0,81.0,80.0,46.0,81.0,73.0,59.0,41.0,73.0,84.0,66.0,81.0,75.0,73.0,81.0,72.0,84.0,79.0,83.0,78.0,82.0,73.0,86.0,84.0,76.0,87.0,82.0,82.0
Patrick Wimmer,83.0,RW,92.0,75.0,78.0,84.0,55.0,80.0,92.0,92.0,74.0,85.0,74.0,55.0,59.0,80.0,78.0,57.0,85.0,71.0,61.0,89.0,83.0,81.0,81.0,87.0,74.0,53.0,50.0,53.0,52.0,83.0,92.0,80.0,67.0
Lucas Robertone,83.0,CM,90.0,81.0,82.0,85.0,77.0,81.0,92.0,88.0,80.0,90.0,81.0,67.0,77.0,83.0,79.0,83.0,83.0,81.0,91.0,98.0,86.0,77.0,85.0,84.0,74.0,76.0,76.0,85.0,87.0,99.0,95.0,67.0,92.0
Ademola Lookman,83.0,RW,91.0,80.0,76.0,88.0,36.0,67.0,93.0,89.0,81.0,84.0,77.0,66.0,68.0,80.0,82.0,57.0,80.0,59.0,77.0,97.0,91.0,74.0,86.0,89.0,82.0,40.0,60.0,29.0,30.0,71.0,77.0,61.0,69.0
Sead Kolašinac,83.0,LWB,83.0,70.0,76.0,79.0,81.0,93.0,77.0,89.0,64.0,89.0,65.0,62.0,61.0,78.0,80.0,47.0,79.0,69.0,68.0,67.0,62.0,80.0,81.0,84.0,72.0,79.0,75.0,83.0,84.0,82.0,79.0,98.0,98.0
Galeno,83.0,LM,96.0,80.0,73.0,88.0,39.0,73.0,97.0,96.0,80.0,83.0,81.0,66.0,66.0,76.0,73.0,77.0,75.0,59.0,83.0,90.0,78.0,83.0,86.0,89.0,91.0,50.0,50.0,43.0,35.0,76.0,88.0,71.0,58.0
Khéphren Thuram,83.0,CM,81.0,76.0,81.0,83.0,82.0,83.0,80.0,81.0,79.0,78.0,73.0,61.0,65.0,82.0,74.0,61.0,86.0,82.0,79.0,77.0,74.0,84.0,85.0,84.0,83.0,81.0,83.0,83.0,79.0,80.0,84.0,86.0,75.0
Darko Lazović,83.0,CF,91.0,77.0,81.0,84.0,71.0,70.0,92.0,90.0,71.0,88.0,83.0,79.0,61.0,77.0,85.0,83.0,82.0,77.0,81.0,90.0,89.0,76.0,82.0,84.0,75.0,71.0,64.0,73.0,71.0,49.0,92.0,57.0,79.0
Solly March,83.0,RM,82.0,76.0,83.0,85.0,75.0,72.0,84.0,81.0,73.0,84.0,82.0,64.0,62.0,83.0,89.0,72.0,84.0,75.0,83.0,81.0,85.0,81.0,84.0,87.0,84.0,75.0,54.0,81.0,75.0,53.0,87.0,70.0,64.0
Rubén Alcaraz,83.0,CDM,65.0,80.0,84.0,79.0,83.0,88.0,66.0,64.0,75.0,89.0,89.0,73.0,72.0,81.0,84.0,88.0,83.0,88.0,86.0,61.0,79.0,86.0,86.0,78.0,85.0,83.0,81.0,86.0,76.0,84.0,89.0,88.0,89.0
Guilherme Sityá,83.0,LB,91.0,71.0,80.0,83.0,78.0,87.0,90.0,91.0,68.0,77.0,79.0,55.0,73.0,78.0,85.0,82.0,81.0,75.0,80.0,91.0,86.0,80.0,81.0,83.0,75.0,79.0,61.0,80.0,78.0,92.0,98.0,89.0,69.0
Sverrir Ingi Ingason,83.0,CB,70.0,60.0,66.0,65.0,85.0,84.0,71.0,70.0,54.0,72.0,67.0,34.0,57.0,63.0,51.0,52.0,79.0,68.0,55.0,65.0,65.0,83.0,77.0,53.0,77.0,87.0,82.0,82.0,82.0,87.0,82.0,85.0,82.0
Jamie Maclaren,83.0,ST,90.0,84.0,76.0,81.0,46.0,84.0,92.0,89.0,79.0,75.0,69.0,66.0,74.0,66.0,57.0,67.0,70.0,56.0,71.0,85.0,81.0,75.0,70.0,70.0,76.0,41.0,75.0,38.0,32.0,91.0,87.0,71.0,71.0
Fabio Borini,83.0,LW,88.0,85.0,80.0,85.0,50.0,77.0,92.0,84.0,84.0,87.0,83.0,86.0,90.0,80.0,82.0,68.0,84.0,69.0,80.0,87.0,75.0,86.0,85.0,86.0,85.0,33.0,82.0,33.0,29.0,80.0,78.0,74.0,82.0
Levi García,83.0,RW,94.0,76.0,80.0,90.0,40.0,80.0,95.0,93.0,78.0,78.0,78.0,69.0,50.0,83.0,80.0,80.0,80.0,74.0,90.0,87.0,88.0,66.0,93.0,93.0,68.0,36.0,74.0,36.0,34.0,93.0,78.0,89.0,56.0
Aaron Mooy,83.0,CM,73.0,80.0,85.0,81.0,76.0,82.0,79.0,67.0,76.0,84.0,87.0,73.0,81.0,86.0,84.0,78.0,87.0,87.0,80.0,74.0,84.0,79.0,84.0,80.0,88.0,77.0,55.0,79.0,76.0,79.0,85.0,81.0,82.0
Brais Méndez,83.0,CAM,80.0,80.0,83.0,81.0,60.0,70.0,80.0,80.0,82.0,80.0,79.0,71.0,68.0,85.0,82.0,81.0,84.0,81.0,80.0,75.0,40.0,84.0,85.0,84.0,84.0,59.0,56.0,70.0,58.0,70.0,66.0,74.0,65.0
Connor Roberts,83.0,RB,86.0,60.0,77.0,78.0,80.0,82.0,87.0,85.0,57.0,67.0,62.0,53.0,46.0,72.0,86.0,55.0,84.0,68.0,63.0,80.0,79.0,77.0,80.0,78.0,70.0,81.0,66.0,85.0,80.0,76.0,99.0,75.0,76.0
Nuno Mendes,83.0,LB,92.0,60.0,77.0,81.0,78.0,77.0,93.0,92.0,47.0,84.0,66.0,57.0,47.0,74.0,82.0,62.0,81.0,74.0,70.0,84.0,85.0,81.0,82.0,80.0,78.0,99.0,99.0,99.0,99.0,74.0,84.0,73.0,77.0
Lovro Majer,83.0,CM,73.0,77.0,84.0,86.0,64.0,71.0,80.0,67.0,75.0,80.0,76.0,71.0,82.0,84.0,82.0,80.0,85.0,82.0,89.0,87.0,71.0,82.0,88.0,88.0,81.0,94.0,82.0,97.0,86.0,61.0,83.0,69.0,67.0
Lovro Majer,83.0,CM,73.0,77.0,84.0,86.0,64.0,71.0,80.0,67.0,75.0,80.0,76.0,71.0,82.0,84.0,82.0,80.0,85.0,82.0,89.0,87.0,71.0,82.0,88.0,88.0,81.0,67.0,59.0,69.0,62.0,61.0,83.0,69.0,67.0
Nuno Mendes,83.0,LB,92.0,60.0,77.0,81.0,78.0,77.0,93.0,92.0,47.0,84.0,66.0,57.0,47.0,74.0,82.0,62.0,81.0,74.0,70.0,84.0,85.0,81.0,82.0,80.0,78.0,78.0,72.0,82.0,78.0,74.0,84.0,73.0,77.0
André Silva,83.0,ST,75.0,84.0,71.0,83.0,48.0,79.0,77.0,74.0,85.0,84.0,79.0,85.0,85.0,75.0,61.0,40.0,80.0,64.0,78.0,78.0,76.0,86.0,85.0,83.0,85.0,79.0,99.0,53.0,45.0,89.0,80.0,78.0,76.0
Steven Berghuis,83.0,CAM,81.0,83.0,84.0,83.0,41.0,70.0,84.0,79.0,83.0,83.0,85.0,78.0,84.0,84.0,86.0,77.0,84.0,83.0,87.0,85.0,76.0,81.0,86.0,81.0,82.0,58.0,76.0,58.0,47.0,56.0,81.0,64.0,73.0
Arnaut Danjuma,83.0,LM,89.0,82.0,76.0,83.0,43.0,69.0,86.0,91.0,86.0,82.0,79.0,59.0,76.0,79.0,78.0,60.0,80.0,67.0,80.0,85.0,77.0,80.0,83.0,84.0,78.0,43.0,66.0,70.0,63.0,68.0,77.0,71.0,56.0
Jonathan Tah,83.0,CB,68.0,38.0,60.0,62.0,84.0,86.0,60.0,74.0,33.0,62.0,27.0,34.0,39.0,57.0,36.0,27.0,79.0,69.0,38.0,49.0,41.0,78.0,67.0,61.0,75.0,99.0,99.0,99.0,99.0,71.0,79.0,93.0,80.0
Antony,83.0,RW,94.0,75.0,76.0,87.0,40.0,70.0,96.0,92.0,77.0,74.0,77.0,68.0,67.0,80.0,80.0,75.0,76.0,63.0,81.0,93.0,86.0,76.0,89.0,86.0,81.0,60.0,69.0,57.0,32.0,58.0,80.0,63.0,77.0
Otávio,83.0,RM,79.0,70.0,81.0,86.0,64.0,72.0,82.0,77.0,69.0,73.0,68.0,67.0,73.0,84.0,80.0,73.0,82.0,79.0,81.0,86.0,84.0,83.0,86.0,87.0,82.0,92.0,85.0,99.0,77.0,55.0,87.0,63.0,81.0
Julian Brandt,83.0,CAM,68.0,79.0,83.0,86.0,49.0,66.0,67.0,68.0,79.0,82.0,80.0,80.0,55.0,85.0,80.0,66.0,86.0,82.0,78.0,85.0,84.0,83.0,87.0,87.0,84.0,81.0,73.0,63.0,67.0,63.0,81.0,69.0,40.0
Christian Eriksen,83.0,CM,62.0,79.0,89.0,81.0,54.0,53.0,64.0,61.0,74.0,85.0,86.0,81.0,68.0,87.0,87.0,88.0,90.0,91.0,90.0,69.0,79.0,80.0,90.0,78.0,88.0,84.0,78.0,86.0,33.0,50.0,60.0,53.0,47.0
Denzel Dumfries,83.0,RWB,84.0,64.0,71.0,74.0,79.0,90.0,79.0,88.0,68.0,69.0,55.0,39.0,49.0,60.0,78.0,36.0,77.0,72.0,70.0,70.0,61.0,83.0,76.0,73.0,75.0,99.0,99.0,99.0,99.0,91.0,93.0,90.0,84.0
Ben Chilwell,83.0,LWB,77.0,61.0,79.0,79.0,79.0,76.0,78.0,76.0,59.0,75.0,48.0,66.0,53.0,76.0,85.0,68.0,81.0,75.0,72.0,70.0,73.0,82.0,82.0,80.0,76.0,99.0,99.0,99.0,99.0,87.0,87.0,70.0,74.0
Nico Schlotterbeck,83.0,CB,77.0,57.0,67.0,73.0,85.0,79.0,78.0,77.0,50.0,76.0,61.0,52.0,39.0,68.0,49.0,36.0,78.0,80.0,50.0,69.0,67.0,82.0,72.0,73.0,77.0,99.0,99.0,99.0,99.0,78.0,74.0,82.0,80.0
Noussair Mazraoui,83.0,RB,85.0,67.0,78.0,83.0,77.0,75.0,84.0,85.0,70.0,69.0,62.0,57.0,45.0,78.0,80.0,43.0,84.0,77.0,70.0,87.0,70.0,79.0,85.0,84.0,80.0,99.0,93.0,99.0,99.0,70.0,89.0,71.0,70.0
Christian Pulisic,83.0,LW,88.0,72.0,74.0,87.0,38.0,60.0,92.0,85.0,75.0,78.0,58.0,71.0,62.0,81.0,75.0,59.0,78.0,60.0,71.0,88.0,89.0,79.0,86.0,89.0,81.0,48.0,73.0,47.0,69.0,80.0,77.0,55.0,46.0
Gayà,83.0,LB,84.0,62.0,77.0,81.0,79.0,74.0,82.0,86.0,62.0,63.0,60.0,59.0,53.0,76.0,80.0,50.0,80.0,76.0,81.0,83.0,81.0,84.0,81.0,80.0,77.0,99.0,85.0,99.0,99.0,54.0,88.0,68.0,77.0
Sebastián Coates,83.0,CB,69.0,50.0,56.0,63.0,85.0,88.0,66.0,71.0,56.0,51.0,31.0,49.0,71.0,62.0,18.0,20.0,76.0,74.0,40.0,38.0,32.0,78.0,69.0,65.0,80.0,99.0,99.0,99.0,99.0,58.0,86.0,94.0,85.0
Matthias Ginter,83.0,CB,61.0,60.0,72.0,67.0,85.0,80.0,55.0,65.0,57.0,82.0,48.0,55.0,69.0,73.0,69.0,43.0,79.0,79.0,45.0,56.0,50.0,86.0,76.0,62.0,77.0,99.0,99.0,99.0,99.0,78.0,76.0,85.0,73.0
Emre Can,83.0,CM,81.0,79.0,78.0,81.0,83.0,88.0,68.0,92.0,76.0,86.0,82.0,72.0,69.0,80.0,65.0,65.0,84.0,84.0,78.0,73.0,76.0,83.0,80.0,84.0,81.0,99.0,99.0,99.0,99.0,88.0,89.0,87.0,89.0
Lucas Paquetá,83.0,CAM,73.0,79.0,80.0,86.0,70.0,79.0,72.0,74.0,80.0,78.0,78.0,75.0,76.0,83.0,73.0,75.0,83.0,79.0,78.0,76.0,78.0,82.0,87.0,89.0,89.0,99.0,97.0,99.0,90.0,79.0,82.0,78.0,77.0
Raúl Albiol,83.0,CB,39.0,42.0,63.0,64.0,86.0,72.0,44.0,34.0,28.0,67.0,54.0,32.0,38.0,65.0,39.0,46.0,75.0,73.0,54.0,45.0,51.0,84.0,72.0,60.0,76.0,99.0,99.0,99.0,99.0,77.0,43.0,81.0,84.0
Robin Gosens,83.0,LWB,83.0,76.0,75.0,80.0,78.0,81.0,80.0,85.0,80.0,77.0,69.0,72.0,56.0,61.0,83.0,59.0,81.0,78.0,70.0,72.0,67.0,85.0,82.0,81.0,78.0,99.0,99.0,99.0,99.0,91.0,87.0,77.0,81.0
Tammy Abraham,83.0,ST,84.0,82.0,67.0,79.0,37.0,81.0,81.0,86.0,86.0,81.0,72.0,81.0,80.0,74.0,54.0,56.0,78.0,54.0,56.0,62.0,54.0,85.0,83.0,81.0,83.0,39.0,99.0,45.0,31.0,74.0,80.0,86.0,69.0
Darwin Núñez,83.0,ST,90.0,83.0,69.0,78.0,43.0,87.0,92.0,89.0,84.0,87.0,76.0,79.0,79.0,72.0,68.0,62.0,70.0,61.0,76.0,79.0,68.0,85.0,78.0,77.0,84.0,57.0,99.0,54.0,46.0,77.0,90.0,89.0,79.0
Timo Werner,83.0,ST,91.0,81.0,70.0,83.0,36.0,70.0,94.0,89.0,79.0,86.0,78.0,83.0,79.0,69.0,70.0,59.0,79.0,56.0,71.0,80.0,77.0,86.0,84.0,83.0,80.0,58.0,99.0,31.0,30.0,76.0,82.0,65.0,64.0
Florian Wirtz,83.0,CAM,79.0,74.0,81.0,87.0,52.0,61.0,77.0,80.0,79.0,68.0,71.0,69.0,61.0,86.0,78.0,55.0,83.0,83.0,77.0,86.0,83.0,81.0,89.0,87.0,81.0,69.0,60.0,87.0,67.0,53.0,80.0,51.0,64.0
Lucas Digne,83.0,LB,79.0,70.0,81.0,80.0,78.0,77.0,81.0,77.0,61.0,84.0,77.0,69.0,61.0,76.0,89.0,84.0,82.0,74.0,84.0,75.0,79.0,82.0,83.0,79.0,82.0,99.0,99.0,99.0,99.0,93.0,86.0,70.0,77.0
Dani Olmo,83.0,CAM,68.0,77.0,82.0,87.0,51.0,61.0,78.0,59.0,75.0,80.0,78.0,77.0,67.0,84.0,79.0,76.0,85.0,80.0,73.0,87.0,87.0,84.0,87.0,87.0,83.0,83.0,63.0,73.0,64.0,56.0,81.0,55.0,52.0
Bukayo Saka,83.0,RM,85.0,75.0,79.0,84.0,66.0,66.0,88.0,83.0,78.0,73.0,70.0,71.0,71.0,82.0,82.0,70.0,81.0,66.0,81.0,84.0,84.0,83.0,83.0,85.0,80.0,98.0,65.0,99.0,96.0,55.0,81.0,59.0,67.0
Iñigo Martínez,83.0,CB,72.0,57.0,68.0,62.0,83.0,81.0,71.0,72.0,43.0,82.0,75.0,38.0,40.0,56.0,54.0,56.0,76.0,84.0,73.0,68.0,61.0,82.0,75.0,49.0,71.0,99.0,99.0,99.0,99.0,92.0,70.0,83.0,87.0
Andrej Kramarić,83.0,CF,72.0,82.0,80.0,86.0,31.0,73.0,76.0,68.0,80.0,83.0,81.0,80.0,92.0,83.0,77.0,79.0,85.0,67.0,80.0,85.0,87.0,85.0,86.0,86.0,82.0,33.0,99.0,31.0,40.0,73.0,77.0,70.0,74.0
Raúl Jiménez,83.0,ST,74.0,82.0,77.0,81.0,48.0,83.0,67.0,80.0,82.0,85.0,75.0,81.0,93.0,79.0,74.0,52.0,82.0,76.0,76.0,73.0,66.0,83.0,81.0,83.0,82.0,77.0,99.0,55.0,44.0,75.0,80.0,86.0,83.0
Azpilicueta,83.0,CB,65.0,56.0,77.0,73.0,85.0,77.0,69.0,62.0,47.0,69.0,61.0,52.0,67.0,73.0,81.0,59.0,80.0,80.0,69.0,68.0,74.0,87.0,78.0,69.0,79.0,99.0,99.0,99.0,99.0,84.0,77.0,71.0,88.0
Andreas Christensen,83.0,CB,69.0,33.0,67.0,71.0,85.0,75.0,60.0,77.0,37.0,38.0,21.0,26.0,37.0,63.0,52.0,40.0,81.0,74.0,42.0,62.0,61.0,85.0,77.0,68.0,80.0,99.0,99.0,99.0,99.0,80.0,69.0,78.0,76.0
Raphaël Guerreiro,83.0,LB,75.0,78.0,87.0,88.0,76.0,56.0,84.0,68.0,78.0,79.0,81.0,80.0,55.0,86.0,87.0,83.0,89.0,86.0,86.0,91.0,91.0,87.0,88.0,88.0,87.0,99.0,66.0,99.0,99.0,53.0,75.0,51.0,46.0
Gonçalo Guedes,83.0,ST,87.0,84.0,75.0,84.0,39.0,71.0,86.0,88.0,83.0,88.0,89.0,76.0,70.0,77.0,82.0,71.0,71.0,70.0,77.0,86.0,77.0,83.0,84.0,86.0,80.0,63.0,94.0,43.0,38.0,64.0,73.0,73.0,65.0
Toby Alderweireld,83.0,CB,58.0,56.0,71.0,68.0,86.0,76.0,54.0,61.0,46.0,79.0,59.0,39.0,59.0,63.0,65.0,60.0,78.0,82.0,64.0,55.0,63.0,86.0,75.0,63.0,87.0,99.0,99.0,99.0,99.0,82.0,73.0,77.0,78.0
Olivier Giroud,83.0,ST,43.0,84.0,73.0,74.0,43.0,79.0,42.0,44.0,87.0,87.0,70.0,87.0,91.0,79.0,65.0,66.0,79.0,61.0,72.0,55.0,54.0,85.0,86.0,70.0,86.0,58.0,99.0,51.0,28.0,83.0,56.0,91.0,77.0
Simon Kjær,83.0,CB,63.0,55.0,65.0,61.0,85.0,79.0,56.0,69.0,56.0,75.0,42.0,38.0,62.0,56.0,51.0,67.0,76.0,71.0,53.0,56.0,56.0,79.0,70.0,53.0,71.0,99.0,99.0,99.0,99.0,78.0,64.0,84.0,84.0
Aurélien Tchouaméni,83.0,CM,71.0,71.0,80.0,79.0,82.0,83.0,69.0,72.0,68.0,79.0,76.0,51.0,56.0,83.0,69.0,54.0,86.0,85.0,77.0,74.0,71.0,84.0,81.0,79.0,84.0,99.0,99.0,99.0,99.0,75.0,85.0,83.0,83.0
Idrissa Gueye,83.0,CDM,68.0,67.0,73.0,79.0,84.0,77.0,70.0,67.0,61.0,83.0,73.0,37.0,56.0,71.0,61.0,67.0,81.0,77.0,61.0,79.0,82.0,82.0,80.0,77.0,80.0,99.0,99.0,99.0,99.0,84.0,86.0,69.0,84.0
Ferran Torres,83.0,LW,85.0,80.0,80.0,84.0,36.0,68.0,88.0,82.0,81.0,80.0,77.0,75.0,75.0,83.0,80.0,61.0,82.0,79.0,77.0,84.0,79.0,83.0,85.0,85.0,83.0,51.0,99.0,36.0,42.0,76.0,74.0,70.0,55.0
Djibril Sow,83.0,RB,84.0,70.0,80.0,82.0,80.0,81.0,83.0,85.0,70.0,73.0,71.0,67.0,59.0,81.0,73.0,64.0,84.0,86.0,71.0,79.0,77.0,82.0,86.0,80.0,85.0,99.0,95.0,99.0,99.0,74.0,89.0,77.0,82.0
Yeray,83.0,CB,70.0,52.0,66.0,68.0,85.0,81.0,66.0,73.0,45.0,73.0,46.0,58.0,65.0,52.0,51.0,53.0,82.0,73.0,61.0,58.0,78.0,85.0,75.0,61.0,83.0,99.0,99.0,99.0,99.0,94.0,72.0,81.0,87.0
Álex Moreno,83.0,LB,91.0,71.0,77.0,79.0,79.0,73.0,89.0,93.0,76.0,64.0,68.0,68.0,73.0,76.0,80.0,60.0,81.0,72.0,73.0,88.0,82.0,77.0,80.0,79.0,62.0,99.0,96.0,99.0,99.0,66.0,94.0,63.0,74.0
Antonio Candreva,83.0,CM,75.0,82.0,84.0,84.0,64.0,65.0,78.0,72.0,77.0,91.0,86.0,82.0,72.0,84.0,83.0,77.0,86.0,84.0,81.0,82.0,83.0,78.0,86.0,84.0,76.0,99.0,82.0,94.0,79.0,38.0,84.0,57.0,69.0
William Carvalho,83.0,CDM,40.0,68.0,80.0,77.0,79.0,87.0,38.0,41.0,67.0,74.0,70.0,52.0,63.0,82.0,71.0,52.0,85.0,84.0,83.0,45.0,40.0,75.0,84.0,81.0,91.0,99.0,99.0,99.0,99.0,72.0,83.0,92.0,81.0
Pervis Estupiñán,83.0,LB,87.0,51.0,77.0,70.0,84.0,81.0,86.0,88.0,53.0,45.0,47.0,42.0,76.0,62.0,88.0,40.0,88.0,69.0,66.0,72.0,71.0,72.0,69.0,71.0,63.0,99.0,99.0,99.0,99.0,77.0,84.0,80.0,79.0
Joselu,83.0,ST,65.0,84.0,73.0,78.0,35.0,77.0,67.0,64.0,86.0,86.0,78.0,78.0,89.0,76.0,61.0,69.0,83.0,61.0,77.0,64.0,33.0,83.0,83.0,82.0,71.0,36.0,99.0,39.0,29.0,96.0,65.0,84.0,66.0
Jeremie Frimpong,83.0,RWB,95.0,58.0,77.0,86.0,76.0,74.0,97.0,94.0,61.0,57.0,52.0,46.0,42.0,79.0,88.0,50.0,79.0,61.0,78.0,94.0,93.0,79.0,82.0,88.0,74.0,99.0,74.0,99.0,99.0,76.0,89.0,64.0,78.0
Adrien Rabiot,83.0,CM,78.0,77.0,80.0,83.0,79.0,82.0,73.0,82.0,72.0,91.0,79.0,73.0,71.0,78.0,74.0,62.0,87.0,84.0,58.0,72.0,72.0,84.0,87.0,84.0,84.0,99.0,99.0,99.0,99.0,76.0,90.0,83.0,72.0
Owen Wijndal,83.0,LB,88.0,57.0,80.0,82.0,78.0,80.0,89.0,88.0,52.0,70.0,53.0,66.0,45.0,81.0,81.0,46.0,84.0,78.0,80.0,86.0,84.0,82.0,84.0,80.0,79.0,99.0,92.0,99.0,99.0,61.0,92.0,74.0,84.0
Riechedly Bazoer,83.0,CM,77.0,74.0,83.0,84.0,80.0,83.0,75.0,79.0,70.0,84.0,81.0,74.0,59.0,82.0,78.0,68.0,86.0,87.0,80.0,78.0,80.0,84.0,88.0,82.0,87.0,99.0,99.0,99.0,99.0,83.0,81.0,87.0,78.0
Nuno Santos,83.0,LW,88.0,82.0,81.0,85.0,63.0,74.0,90.0,87.0,78.0,93.0,82.0,91.0,77.0,80.0,85.0,78.0,80.0,77.0,85.0,86.0,76.0,84.0,85.0,86.0,80.0,99.0,93.0,80.0,71.0,62.0,87.0,65.0,81.0
Nicolás Lodeiro,83.0,CAM,76.0,80.0,86.0,87.0,53.0,73.0,80.0,73.0,79.0,79.0,83.0,78.0,88.0,86.0,86.0,84.0,89.0,82.0,88.0,84.0,86.0,85.0,87.0,87.0,88.0,76.0,65.0,81.0,62.0,58.0,84.0,70.0,73.0
Jonathan Clauss,83.0,LWB,87.0,73.0,79.0,81.0,73.0,74.0,88.0,86.0,72.0,81.0,72.0,59.0,55.0,80.0,87.0,80.0,78.0,70.0,80.0,86.0,73.0,81.0,81.0,80.0,79.0,99.0,86.0,99.0,99.0,66.0,93.0,67.0,71.0
Deulofeu,83.0,ST,93.0,82.0,79.0,86.0,33.0,71.0,93.0,93.0,83.0,83.0,79.0,75.0,80.0,80.0,78.0,81.0,82.0,70.0,84.0,94.0,88.0,78.0,85.0,87.0,80.0,41.0,66.0,50.0,36.0,38.0,81.0,72.0,63.0
William Saliba,83.0,CB,80.0,43.0,71.0,75.0,84.0,82.0,78.0,81.0,41.0,66.0,25.0,37.0,52.0,66.0,61.0,37.0,83.0,77.0,58.0,54.0,61.0,85.0,84.0,75.0,81.0,99.0,99.0,99.0,99.0,74.0,72.0,86.0,85.0
Steven Bergwijn,83.0,LW,89.0,82.0,79.0,86.0,45.0,74.0,90.0,88.0,80.0,88.0,84.0,80.0,71.0,82.0,80.0,68.0,83.0,67.0,83.0,82.0,92.0,82.0,85.0,87.0,80.0,57.0,99.0,60.0,53.0,73.0,76.0,79.0,57.0
Renato Sanches,83.0,CM,86.0,78.0,80.0,87.0,76.0,87.0,88.0,85.0,71.0,94.0,82.0,72.0,72.0,82.0,75.0,71.0,84.0,82.0,72.0,87.0,93.0,83.0,86.0,87.0,86.0,99.0,93.0,99.0,99.0,87.0,89.0,86.0,87.0
De Tomás,83.0,ST,77.0,84.0,77.0,83.0,40.0,78.0,78.0,76.0,85.0,85.0,81.0,80.0,84.0,81.0,66.0,75.0,81.0,76.0,75.0,83.0,77.0,82.0,83.0,84.0,82.0,48.0,99.0,48.0,44.0,82.0,76.0,76.0,83.0
Daichi Kamada,83.0,CAM,78.0,73.0,82.0,86.0,50.0,64.0,86.0,72.0,74.0,65.0,72.0,71.0,77.0,87.0,78.0,71.0,84.0,83.0,79.0,88.0,84.0,77.0,86.0,88.0,83.0,67.0,83.0,73.0,62.0,70.0,78.0,60.0,55.0
Carlos Soler,83.0,CM,80.0,77.0,83.0,80.0,71.0,72.0,78.0,82.0,78.0,77.0,76.0,66.0,86.0,85.0,77.0,85.0,85.0,84.0,80.0,76.0,73.0,83.0,81.0,80.0,76.0,99.0,78.0,99.0,95.0,58.0,84.0,71.0,65.0
Fabián,83.0,CM,61.0,79.0,80.0,83.0,74.0,72.0,67.0,56.0,79.0,77.0,85.0,67.0,67.0,84.0,72.0,61.0,85.0,80.0,75.0,71.0,67.0,81.0,88.0,85.0,85.0,99.0,94.0,99.0,99.0,46.0,90.0,67.0,68.0
Duván Zapata,83.0,ST,78.0,82.0,63.0,79.0,35.0,85.0,77.0,79.0,87.0,86.0,69.0,79.0,75.0,66.0,47.0,62.0,75.0,57.0,55.0,67.0,58.0,82.0,84.0,79.0,82.0,20.0,83.0,24.0,22.0,80.0,78.0,95.0,72.0
Pau Torres,83.0,CB,73.0,38.0,67.0,70.0,84.0,81.0,70.0,76.0,28.0,58.0,40.0,41.0,42.0,67.0,55.0,28.0,80.0,76.0,45.0,68.0,52.0,80.0,79.0,64.0,73.0,83.0,85.0,85.0,83.0,80.0,80.0,82.0,79.0
Fernando,83.0,CDM,65.0,62.0,76.0,73.0,83.0,81.0,62.0,67.0,54.0,76.0,68.0,56.0,54.0,79.0,62.0,53.0,86.0,80.0,65.0,70.0,62.0,82.0,78.0,71.0,78.0,84.0,74.0,84.0,82.0,76.0,81.0,81.0,84.0
Piqué,83.0,CB,56.0,61.0,71.0,68.0,84.0,77.0,48.0,62.0,65.0,62.0,51.0,57.0,69.0,72.0,57.0,43.0,80.0,82.0,58.0,56.0,34.0,81.0,80.0,63.0,86.0,84.0,84.0,85.0,83.0,74.0,61.0,84.0,79.0
Piotr Zieliński,83.0,CAM,81.0,76.0,81.0,86.0,70.0,62.0,83.0,79.0,75.0,79.0,83.0,75.0,51.0,84.0,73.0,65.0,85.0,81.0,80.0,85.0,79.0,81.0,87.0,87.0,75.0,75.0,52.0,72.0,71.0,52.0,79.0,57.0,56.0
